user_id,ingredients,cuisine,cooking_method,difficulty,protein_content,fiber_content,fat_content,carbohydrate_content,sodium_content
1760,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],"['high', 'low']",['high']
1761,['egg'],['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['high']
1762,"['egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1763,[],"['american', 'unknown']",['unknown'],['intermediate'],['low'],['low'],['high'],['low'],[]
1764,"['all purpose flour', 'egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],"['low', 'medium']",['medium'],['medium']
1765,"['butter', 'egg', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1766,['olive oil'],"['american', 'unknown']","['bake', 'roast']",['intermediate'],['medium'],['low'],['high'],['low'],"['high', 'low']"
1767,['butter'],['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['low'],['high']
1768,"['butter', 'egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],[],[],['medium']
1769,"['butter', 'egg', 'milk', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1770,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['high'],"['high', 'medium']"
1771,"['baking powder', 'butter', 'egg', 'margarine', 'salt', 'sugar', 'vanilla']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['medium'],['low']
1772,"['egg', 'onion', 'salt', 'sugar']","['american', 'european']",['bake'],['intermediate'],"['low', 'medium']",['low'],"['high', 'low']",['medium'],"['high', 'medium']"
1773,"['butter', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],"['high', 'low']",['low'],['high']
1774,"['egg', 'salt']",['unknown'],['bake'],['intermediate'],['low'],['low'],['low'],[],[]
1775,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1776,"['flour', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1777,"['garlic', 'onion', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],"['high', 'medium']",['low'],['high'],['medium'],['high']
1778,['margarine'],"['american', 'european']","['bake', 'sautee']",['intermediate'],['medium'],['low'],['high'],['low'],"['high', 'medium']"
1779,"['baking powder', 'butter', 'egg', 'milk', 'salt', 'sugar']","['american', 'unknown']","['bake', 'sautee']",['intermediate'],['low'],['low'],['medium'],['high'],['high']
1780,[],['american'],['boil'],['intermediate'],['medium'],['low'],['high'],['low'],['high']
1781,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1782,[],[],[],['intermediate'],['low'],[],['low'],['high'],[]
1783,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1784,"['garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
1785,"['egg', 'onion', 'salt', 'water']",['american'],"['bake', 'simmer']",['intermediate'],[],['low'],['high'],[],['high']
1786,"['egg', 'garlic', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],"['high', 'low']",['medium'],['high']
1787,"['butter', 'salt']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['low'],['high'],['high']
1788,"['butter', 'garlic', 'salt']","['american', 'european']",['bake'],['intermediate'],['low'],['low'],['high'],['low'],"['high', 'medium']"
1789,"['egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1790,"['baking powder', 'butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],[],[]
1791,"['garlic', 'onion']",['european'],['simmer'],['intermediate'],['low'],['low'],[],[],['high']
1792,[],['american'],['bake'],['intermediate'],['medium'],['low'],['high'],['high'],['high']
1793,"['onion', 'salt']",['american'],[],['intermediate'],['high'],['low'],['high'],[],['high']
1794,['salt'],['american'],"['bake', 'boil', 'roast']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
1795,['water'],['american'],"['boil', 'simmer']",['intermediate'],[],[],['high'],[],['high']
1796,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1797,"['egg', 'salt']","['american', 'european']","['bake', 'boil', 'sautee']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1798,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1799,"['garlic', 'olive oil', 'onion', 'pepper', 'salt']",['american'],"['sautee', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1800,"['black pepper', 'butter', 'salt']",['american'],"['bake', 'braise', 'simmer']",['intermediate'],['high'],['low'],[],[],['high']
1801,"['butter', 'garlic', 'onion', 'salt']",['asian'],"['boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1802,"['egg', 'margarine', 'milk', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['high'],['high']
1803,"['baking powder', 'baking soda', 'butter', 'egg', 'flour', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],[],['high'],"['high', 'medium']"
1804,['garlic'],['american'],"['boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1805,['salt'],['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1806,"['olive oil', 'salt']",['american'],"['boil', 'simmer']",['intermediate'],['low'],['low'],[],['high'],[]
1807,"['butter', 'flour', 'pepper', 'salt', 'sugar']","['american', 'european']","['bake', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
1808,"['garlic', 'onion', 'salt']","['american', 'european']","['boil', 'sautee', 'simmer']",['intermediate'],['low'],['low'],['low'],['medium'],"['high', 'low']"
1809,"['butter', 'onion', 'salt', 'sugar']",['american'],"['bake', 'simmer']","['beginner', 'intermediate']",['low'],['low'],['low'],"['high', 'low']",['high']
1810,"['baking powder', 'butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],[],['low'],[],[],[]
1811,['onion'],['american'],"['bake', 'simmer']",['intermediate'],[],[],['high'],['high'],['high']
1812,"['egg', 'salt']",['american'],['bake'],['intermediate'],[],['low'],"['high', 'medium']",['low'],['high']
1813,"['beef', 'onion']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],"['high', 'medium']",['medium'],['high']
1814,[],['american'],"['bake', 'boil', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1815,"['butter', 'onion', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1816,['salt'],['american'],"['bake', 'sautee']",['intermediate'],[],[],['low'],['high'],['high']
1817,"['garlic', 'salt', 'sugar']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1818,"['butter', 'egg', 'onion', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],[]
1819,"['onion', 'salt']",['american'],"['bake', 'simmer', 'stew']",['intermediate'],[],['low'],[],['low'],['high']
1820,"['brown sugar', 'butter', 'cinnamon', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],"['low', 'medium']",['high'],['high'],"['high', 'medium']"
1821,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],[],['high']
1822,"['butter', 'egg', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],"['high', 'medium']",['high'],"['high', 'medium']"
1823,"['butter', 'salt']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1824,"['garlic', 'olive oil', 'sugar']",['american'],['bake'],['intermediate'],['medium'],['low'],['low'],['low'],['high']
1825,['salt'],['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],[],"['high', 'medium']"
1826,"['garlic', 'onion', 'parsley', 'salt']",['american'],"['bake', 'boil', 'fry', 'simmer']",['intermediate'],['medium'],['low'],[],['high'],['high']
1827,"['all purpose flour', 'butter', 'egg', 'flour', 'salt', 'sugar', 'water']",['american'],"['bake', 'boil', 'simmer', 'stir_fry']",['intermediate'],"['low', 'medium']",['low'],"['high', 'medium']",['high'],['high']
1828,['onion'],['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],[],['high']
1829,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1830,"['garlic', 'sugar']",['american'],"['bake', 'sautee']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1831,"['salt', 'sugar', 'water']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1832,"['egg', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
1833,"['butter', 'garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['low'],['high']
1834,"['butter', 'egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1835,"['garlic', 'salt']",['american'],"['bake', 'sautee']",['intermediate'],[],['low'],[],['high'],['high']
1836,"['garlic', 'onion', 'water']",['american'],['simmer'],['intermediate'],"['high', 'medium']",['low'],['high'],['high'],['high']
1837,"['butter', 'onion', 'salt']","['american', 'european']","['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],[],[],['high']
1838,"['butter', 'salt', 'sugar']","['american', 'unknown']","['bake', 'roast', 'simmer']",['intermediate'],['low'],['low'],[],['low'],['low']
1839,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
1840,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1841,"['butter', 'salt', 'sugar']","['american', 'unknown']","['bake', 'boil', 'stir_fry']",['intermediate'],['high'],['high'],['high'],['high'],['high']
1842,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1843,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['high'],[]
1844,"['butter', 'egg', 'milk', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1845,"['egg', 'salt', 'water']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['low'],['high'],['low']
1846,"['butter', 'garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']","['low', 'medium']",['high'],['high'],['high']
1847,"['garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1848,"['butter', 'egg']",['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1849,"['garlic', 'onion', 'salt']",['american'],"['bake', 'sautee']",['intermediate'],['high'],['low'],['high'],[],['high']
1850,"['butter', 'egg', 'onion', 'salt', 'water']","['american', 'european']","['bake', 'simmer']",['intermediate'],['low'],['high'],"['high', 'low']",['high'],[]
1851,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1852,"['salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],['high']
1853,"['butter', 'egg', 'salt', 'sugar', 'vanilla']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1854,"['butter', 'garlic', 'onion']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['high'],[],"['high', 'medium']",['high'],['high']
1855,"['egg', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1856,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1857,"['butter', 'garlic', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],"['high', 'low']",['low'],['high'],['high'],['high']
1858,"['butter', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1859,[],['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['medium'],['high'],['high']
1860,[],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['low'],['high']
1861,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],[]
1862,['egg'],['american'],['bake'],['intermediate'],[],['low'],['high'],['high'],['high']
1863,"['butter', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1864,"['butter', 'egg', 'salt']",['american'],['bake'],"['beginner', 'intermediate']",['low'],['low'],['low'],[],['high']
1865,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1866,"['garlic', 'onion', 'salt']","['american', 'latin']","['bake', 'fry', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
1867,"['butter', 'egg', 'flour', 'milk', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['high']
1868,"['brown sugar', 'butter', 'cream cheese', 'egg', 'powdered sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1869,"['garlic', 'onion', 'salt']",['european'],"['boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],"['high', 'low']",['high']
1870,"['garlic', 'onion', 'salt']","['american', 'european']","['boil', 'sautee', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
1871,"['garlic', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],[],['high']
1872,['garlic'],['american'],"['bake', 'boil', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1873,"['egg', 'salt', 'sugar']","['american', 'unknown']","['bake', 'boil']",['intermediate'],['low'],['low'],['high'],['high'],[]
1874,"['butter', 'egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],"['high', 'medium']"
1875,[],['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['low'],['medium'],['medium']
1876,"['egg', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['low'],['high'],['high']
1877,"['butter', 'egg', 'onion', 'salt', 'sugar']","['american', 'european']","['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1878,"['butter', 'garlic', 'salt']",['american'],['bake'],['intermediate'],[],['low'],['high'],['low'],['high']
1879,"['butter', 'egg', 'salt']",['american'],['bake'],['intermediate'],['medium'],['low'],['high'],['high'],['high']
1880,['garlic'],['american'],"['bake', 'boil', 'fry', 'simmer']",['intermediate'],"['high', 'medium']",['low'],"['high', 'low']",['low'],['high']
1881,"['butter', 'salt']","['american', 'unknown']","['bake', 'simmer']",['intermediate'],['low'],['low'],['low'],['high'],['high']
1882,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1883,"['baking soda', 'butter', 'egg', 'garlic', 'onion', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'medium']",['high'],['medium']
1884,[],['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],['low'],['high']
1885,"['egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1886,"['egg', 'garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],"['high', 'low']",['high']
1887,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1888,"['butter', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1889,"['butter', 'salt']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1890,"['all purpose flour', 'baking powder', 'baking soda', 'butter', 'egg', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['low'],['high'],['low']
1891,['salt'],[],"['bake', 'simmer']",['intermediate'],[],['low'],[],[],[]
1892,"['onion', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'medium']",['high'],['high']
1893,"['butter', 'garlic', 'salt']",['american'],"['bake', 'sautee', 'simmer']",['intermediate'],[],['low'],['high'],['low'],['high']
1894,"['butter', 'egg', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],[],['high']
1895,"['black pepper', 'butter', 'garlic', 'ginger', 'onion', 'salt', 'sugar']","['american', 'asian']","['braise', 'fry', 'simmer']",['intermediate'],['high'],['low'],['high'],['low'],['high']
1896,"['butter', 'garlic', 'onion']",['american'],"['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
1897,"['butter', 'onion', 'salt', 'sugar']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['low'],['high'],['high']
1898,"['brown sugar', 'butter', 'egg', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['medium']
1899,"['butter', 'egg', 'salt', 'sugar']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],[],['high'],['high']
1900,"['butter', 'egg', 'milk', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['high']
1901,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['low'],[],['medium']
1902,"['butter', 'egg', 'onion', 'salt']",['american'],['bake'],['intermediate'],['medium'],['low'],['high'],['high'],['high']
1903,['garlic'],['american'],"['bake', 'boil', 'simmer']",['intermediate'],[],['low'],[],[],['high']
1904,"['butter', 'garlic', 'onion', 'salt', 'sugar']","['american', 'european']","['bake', 'boil', 'sautee', 'simmer']",['intermediate'],[],['medium'],['high'],['high'],['high']
1905,"['salt', 'sugar']","['american', 'unknown']",['bake'],"['beginner', 'intermediate']",['low'],['low'],['low'],['high'],['high']
1906,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1907,[],['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['medium'],['low'],['medium']
1908,"['egg', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['low'],['high'],[]
1909,"['butter', 'egg', 'garlic', 'onion', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['high']
1910,"['butter', 'onion', 'salt']","['american', 'european']","['bake', 'simmer']",['intermediate'],[],['low'],['high'],"['high', 'low']",['high']
1911,"['butter', 'egg', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],"['high', 'medium']",['high'],['high']
1912,"['garlic', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],[],['low'],['high'],['low'],['high']
1913,['salt'],['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],"['high', 'low']",['high']
1914,"['baking soda', 'butter', 'egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],[],['high']
1915,"['garlic', 'onion', 'salt']",['american'],"['bake', 'boil', 'sautee', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['medium'],['high']
1916,"['butter', 'milk', 'onion', 'salt', 'sugar', 'water']",['american'],"['bake', 'unknown']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1917,[],['american'],"['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
1918,"['butter', 'egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1919,"['butter', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['low'],['high'],['high']
1920,"['butter', 'garlic', 'onion']",['american'],"['boil', 'sautee', 'simmer']",['intermediate'],['high'],"['low', 'medium']",['high'],['low'],['high']
1921,"['onion', 'salt']","['american', 'european']","['bake', 'boil', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
1922,"['cumin', 'garlic', 'onion', 'salt']","['american', 'asian']","['bake', 'sautee', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
1923,['garlic'],['american'],"['boil', 'sautee', 'simmer']",['intermediate'],['medium'],"['low', 'medium']",['high'],['high'],['high']
1924,"['butter', 'egg']",['american'],['bake'],['intermediate'],[],['low'],[],[],['medium']
1925,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['high'],['high']
1926,['butter'],['american'],"['bake', 'sautee', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
1927,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
1928,"['butter', 'garlic', 'onion', 'water']","['american', 'asian']","['bake', 'simmer']",['intermediate'],"['high', 'medium']","['low', 'medium']",['high'],['high'],['high']
1929,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],[],['high']
1930,"['onion', 'salt']",['american'],['simmer'],['intermediate'],['low'],['low'],['high'],['low'],['high']
1931,"['butter', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1932,"['all purpose flour', 'butter', 'milk', 'salt', 'sugar', 'vanilla']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1933,"['butter', 'egg', 'flour', 'salt', 'sugar']","['american', 'unknown']",['bake'],"['beginner', 'intermediate']",['low'],['low'],['low'],[],['low']
1934,"['egg', 'flour', 'salt', 'sugar', 'water']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1935,"['all purpose flour', 'butter', 'egg', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1936,"['butter', 'salt', 'sugar', 'water']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['medium'],"['high', 'medium']",['high']
1937,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
1938,['salt'],['european'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['medium'],"['high', 'low']","['low', 'medium']"
1939,"['butter', 'salt', 'sugar']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1940,"['butter', 'egg', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
1941,"['salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],[]
1942,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['low'],['high']
1943,"['butter', 'egg', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
1944,"['brown sugar', 'butter', 'egg', 'salt', 'sugar']",['american'],"['bake', 'boil', 'sautee']",['intermediate'],[],['low'],['high'],['high'],['high']
1945,"['butter', 'onion']",['american'],['bake'],['intermediate'],['medium'],['low'],['high'],['high'],['high']
1946,"['salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],[]
1947,['salt'],['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1948,['salt'],['american'],['bake'],['intermediate'],[],['low'],[],['high'],['high']
1949,"['all purpose flour', 'baking soda', 'butter', 'egg', 'salt', 'sugar', 'vanilla']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['medium']
1950,"['all purpose flour', 'brown sugar', 'cinnamon', 'egg', 'nutmeg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['low']
1951,"['salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['low'],['high'],['low']
1952,"['butter', 'flour', 'parmesan cheese', 'pepper', 'salt']",['american'],"['bake', 'roast']",['intermediate'],"['low', 'medium']",['low'],['low'],['low'],['high']
1953,"['butter', 'egg', 'flour', 'salt', 'sugar', 'vanilla']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
1954,"['butter', 'garlic', 'onion', 'pepper', 'salt']","['american', 'european']","['bake', 'roast', 'sautee', 'simmer']",['intermediate'],"['high', 'low']","['low', 'medium']","['high', 'low']",['medium'],"['high', 'medium']"
1955,"['butter', 'garlic', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['medium']
1956,"['baking powder', 'butter', 'egg', 'flour', 'salt', 'sugar', 'vanilla']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],"['high', 'medium']",['high'],['low']
1957,"['egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1958,"['butter', 'egg', 'garlic', 'olive oil', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],"['high', 'low']",['low'],['high'],['high'],['high']
1959,"['all purpose flour', 'butter', 'egg', 'margarine', 'milk', 'onion', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'medium']","['low', 'medium']","['high', 'medium']"
1960,"['butter', 'garlic', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
1961,"['egg', 'flour', 'sugar']",['american'],['bake'],['intermediate'],"['low', 'medium']","['low', 'medium']","['high', 'low']",['high'],"['high', 'medium']"
1962,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['medium'],['low'],['high'],['high']
1963,"['all purpose flour', 'butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],"['low', 'medium']",['low'],['low'],[],[]
1964,"['brown sugar', 'egg', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['high'],"['low', 'medium']",['high'],['high'],['high']
1965,"['butter', 'salt']","['american', 'european']","['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['medium']
1966,"['egg', 'milk', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
1967,"['garlic', 'onion']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
1968,"['black pepper', 'salt', 'sour cream']",['american'],"['bake', 'sautee']",['intermediate'],"['high', 'medium']",['low'],"['high', 'medium']",['low'],"['high', 'medium']"
1969,['onion'],['american'],"['bake', 'sautee', 'simmer']",['intermediate'],[],['low'],[],['low'],['high']
1970,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['medium']
1971,"['garlic', 'salt']",['american'],['bake'],['intermediate'],[],['low'],['high'],[],['high']
1972,"['garlic', 'salt', 'sugar']","['american', 'asian']","['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
1973,"['baking powder', 'cheddar cheese', 'egg', 'flour', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
1974,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
1975,"['onion', 'salt', 'water']",['american'],"['boil', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['low'],['high'],['high']
1976,"['all purpose flour', 'baking powder', 'baking soda', 'butter', 'egg', 'flour', 'salt', 'sugar']","['american', 'unknown']",['bake'],['intermediate'],['low'],['low'],['high'],['high'],['medium']
