ReviewId,RecipeId,UserId,UserName,Rating,ReviewText,DateSubmitted,DateModified,ReviewLength,ReviewYear,ReviewMonth,sentiment_score,Rating_scaled
173,246,3385,Fauna,5,This taste great!!!!!! Even my 3yr. old loved it,2000-12-05 14:03:45+00:00,2000-12-05 14:03:45+00:00,48,2000,12,0.7243,0.4654572143877933
174,2985,3794,Sally Wolfe,5,Everyone loved it. I have made it up twice in one week.  I put it up in the freezer in individual servings.,2000-12-06 10:47:09+00:00,2000-12-06 10:47:09+00:00,107,2000,12,0.5994,0.4654572143877933
175,2941,3793,Bonnie Haller,4,"Great recipe, everyone loved it,,young & old.
  We used 12oz frozen can of pink lemonade instead of the pineaple juice?",2000-12-06 10:47:16+00:00,2000-12-06 10:47:16+00:00,120,2000,12,0.8402,-0.3206608154200556
178,4035,3824,Grannymj0 Breaux,5,"I am always looking for things such as this to give as gift to friends and family. I make an instant spice tea, which was given to me by a very good friend years ago. It has instant tea, cinnimon, tang, instant lemonade, cloves, etc. It is like the mocha cocoa mix. My friends will enjoy this at Christmas. I will be putting it in small mason jars with a material cap tied off with ribbon and a small Christmas wooden ornement.

Thank you this will be great,
Grannymj0",2000-12-08 10:23:45+00:00,2000-12-08 10:23:45+00:00,471,2000,12,0.98,0.4654572143877933
179,5314,3824,Grannymj0 Breaux,5,"Fantastic
You have really made my day and my Christmas presents easier. Thank you

Grannymj0",2000-12-08 10:23:53+00:00,2000-12-08 10:23:53+00:00,95,2000,12,0.836,0.4654572143877933
180,2598,3820,Deborah Rodi,4,"This recipe is great, especially for chocolate lovers. It goes very well topped off with whipped cream. However the recipe never tells you what to do with the hazelnuts. So I just added them into the mixture along with the biscuits and turned the chocolate into it. It was delicious.",2000-12-08 10:24:08+00:00,2000-12-08 10:24:08+00:00,283,2000,12,0.9307,-0.3206608154200556
181,5158,3775,B Dawdy,3,Ok,2000-12-11 10:58:41+00:00,2000-12-11 10:58:41+00:00,2,2000,12,0.296,-1.1067788452279046
183,3201,3880,Gail Thombley,5,This is a wonderful holiday bread.  I make it every year and give some of the loaves to my close friends and neighbors who look forward to this special treat.  It is especially delicious served with a hot cup of Christmas tea.,2000-12-11 10:59:29+00:00,2000-12-11 10:59:29+00:00,226,2000,12,0.9602,0.4654572143877933
185,8468,2525,Nine 12 fingers,0,I''m really happy to read so many people are enjoying my Mothers recipe for cucumber salad. She would be absolutely thrilled. Thanks you so much. ENJOY.,2001-11-29 14:04:53+00:00,2001-11-29 14:04:53+00:00,152,2001,11,0.9582,-3.465132934651451
187,7508,3794,Sally Wolfe,4,"It was not the best that I ever ate but it was definately the best that I ever made. I didn't make it in the microwave but on the stove. I liked it, and it was easy to make. One of the reasons it was probably not the best I ever ate is because I used chicken that was all ready cut up so there was no skin and less fat and less taste. I have to watch my fat intake.",2000-12-11 11:00:07+00:00,2000-12-11 11:00:07+00:00,365,2000,12,-0.7456,-0.3206608154200556
188,3137,3844,MUIREANN ODUNLAING,0,the finished product is excellent.,2000-12-11 11:17:30+00:00,2000-12-11 11:17:30+00:00,34,2000,12,0.5719,-3.465132934651451
190,552,3894,Kathy Brown,4,Very unique & since garlic is my favorite ingredient...i love it!,2000-12-11 19:19:00+00:00,2000-12-11 19:19:00+00:00,65,2000,12,0.8172,-0.3206608154200556
191,8245,3794,Sally Wolfe,5,"I made this soup pretty much as directed except I browned the meat in olive oil, and added 2 bay leaves,and two cloves of garlic. I just had it for lunch and my sister and I thought it was excelent,  I will freeze the rest in individule serving sizes for my husband and I.",2000-12-12 13:54:15+00:00,2000-12-12 13:54:15+00:00,272,2000,12,0.5267,0.4654572143877933
192,3448,3764,Mark Woodyear,5,"Excellent chili, especially liked it with the spaghetti.  I prefer more chili powder than the recipe called for.  Also makes for very good chili cheese fries.",2000-12-12 13:54:31+00:00,2000-12-12 13:54:31+00:00,158,2000,12,0.8746,0.4654572143877933
193,8161,3855,Er Be3,1,"Flavorless and bad.
I fortunately, saved it by looking at another recipe for Caldillo on this site and and adding some of the ingredients listed there.",2000-12-13 09:12:08+00:00,2000-12-13 09:12:08+00:00,152,2000,12,-0.1779,-2.6790149048436023
194,8278,3912,rachel hemenway,5,"I love this recipe!! I use chopped peacons for the nuts. This recipe is absolutely a must try!!
These cookies homemade are much better than the store brand.",2000-12-13 09:12:14+00:00,2000-12-13 09:12:14+00:00,157,2000,12,0.7887,0.4654572143877933
195,3448,3907,Stefanie Baer,5,"I live on the Oregon coast and met and fell in love with a wonderful man from cinncinnati.
I had to look a long time for this recipe -We absolutly love it!!",2000-12-13 09:13:17+00:00,2000-12-13 09:13:17+00:00,157,2000,12,0.9285,0.4654572143877933
196,2086,3908,Jodi Chisolm,5,I heard about this fudge this morning..looked up the recipe and made it..it is great..so easy and the best fudge I've ever eaten.,2000-12-13 09:13:29+00:00,2000-12-13 09:13:29+00:00,129,2000,12,0.7964,0.4654572143877933
197,8521,2525,Nine 12 fingers,0,"Rum Flavoring, might have been her way of saying 100 proof Rum.
Glazed fruit, is the dried glazed fruit you can buy in 1 lb increment at any supermarket during the holidays",2000-12-13 09:13:59+00:00,2000-12-13 09:13:59+00:00,173,2000,12,0.3818,-3.465132934651451
199,1978,3937,Donna Tomko,5,"I loved this recipe, very tasty and makes a great appy, i will be making it for my new years party.",2000-12-14 16:15:19+00:00,2000-12-14 16:15:19+00:00,99,2000,12,0.8934,0.4654572143877933
201,3525,3794,Sally Wolfe,5,This was easy to make and handy to have in the freezer ready to just bake. I will have to learn to cut it down into four serving sizes though. It was to much just for my husband and I. I also added ground beef to mine. It tasted really good.,2000-12-15 11:04:40+00:00,2000-12-15 11:04:40+00:00,241,2000,12,0.7574,0.4654572143877933
202,191,3794,Sally Wolfe,5,"BOY!  You sure can't eat just one of these muffins at a time. They were really great and easy to make. I even made a terrible mistake, I forgot to put the brown sugar in. The next two batches I make I will do right. I didn't think something with green chili in would taste good. Was I surprised.",2000-12-15 11:04:54+00:00,2000-12-15 11:04:54+00:00,295,2000,12,0.8573,0.4654572143877933
204,6812,3989,clyde poole,4,Very good and really easy!!!,2000-12-18 11:05:40+00:00,2000-12-18 11:05:40+00:00,28,2000,12,0.8054,-0.3206608154200556
205,2086,3981,Beverly Bunger,5,"I have made this recipe for the last 6-7yrs. at Christmas.  I usually don't like fudge, but this is GREAT.  I give it as gifts and everyone always asks for the recipe.",2000-12-18 11:06:29+00:00,2000-12-18 11:06:29+00:00,167,2000,12,0.8017,0.4654572143877933
206,2987,3980,Michael Lesko,5,"Best Chilli I have ever had.  Nice and spicey, filling and again, the best chilli I have ever had.",2000-12-18 11:06:36+00:00,2000-12-18 11:06:36+00:00,98,2000,12,0.9042,0.4654572143877933
207,249,3810,Laura1,4,"These were incredibly easy and fast to make.  They stored well in the refrigerator...I brought them to my organization's holiday potluck on a nice paper plate.  They all went quickly, so there was no cleanup or any leftovers to take back home.  PS--my coworkers liked them!",2000-12-18 11:07:11+00:00,2000-12-18 11:07:11+00:00,273,2000,12,0.8865,-0.3206608154200556
208,3923,4031,Bonnie Rabon,5,This is a great recipe... make ahead and broil before serving. My friends love this.,2000-12-19 09:43:18+00:00,2000-12-19 09:43:18+00:00,84,2000,12,0.9081,0.4654572143877933
209,3596,3794,Sally Wolfe,5,I made a double batch of this soup and added a medium onion and two cloves of garlic. It was easy and I thought it was really great. Of coarse potato soup is my favorite and this was the best that I have ever made. I am going to put in individual servings and freeze.,2000-12-19 09:43:37+00:00,2000-12-19 09:43:37+00:00,267,2000,12,0.9402,0.4654572143877933
210,2776,4026,Martha Henry,5,"I've often made these with different liquers. Orange, raspberry and peach are favorites.  Of course, when my husband makes them, with either rum or bourbon, they're a bit more ""liquidy"" than normal.",2000-12-19 09:43:55+00:00,2000-12-19 09:43:55+00:00,198,2000,12,0.4215,0.4654572143877933
211,7154,4025,charann foster,5,I love this soup it was great.  i would love to try to make it again some time to have.  I did tell all my friends about it and they loved it too.  ao to eveyone this is the best soup try it too.,2000-12-19 09:44:32+00:00,2000-12-19 09:44:32+00:00,195,2000,12,0.9769,0.4654572143877933
213,5466,4024,Marilyn Spiegel,0,This recipe sounds interesting except what is the brine made of?,2000-12-19 10:11:07+00:00,2000-12-19 10:11:07+00:00,64,2000,12,0.4019,-3.465132934651451
214,4287,4051,Julie Kleeberger,4,"It was my first time making sweet potatoes, and this recipe was very simple and easy to follow. Everyone at Thanksgiving loved them.",2000-12-20 09:12:21+00:00,2000-12-20 09:12:21+00:00,132,2000,12,0.8768,-0.3206608154200556
216,2086,4046,Jill Thomason,5,This recipe is so versatile!  I've made it minty with flavoring. I've used nuts and marshmellows for a rocky road fudge.,2000-12-20 09:13:38+00:00,2000-12-20 09:13:38+00:00,120,2000,12,-0.3802,0.4654572143877933
217,4725,2369,William Hakala,5,"3 medium onions made a very tasty part of a meal for 3 persons. The recipe ingredients reads ""20 butter"" and ""onions"" but doesn't say  how many.  I used about a 1/2 C. butter and 3 medium onions & it worked out fine and the cooking time seemed to be the right time.  3 med. onions would serve 4 people. They would be really yummy atop a thick juicy filet mignon! In fact, I believe that this recipe could be included with a large number of meals of various types.
",2000-12-20 09:13:51+00:00,2000-12-20 09:13:51+00:00,465,2000,12,0.8394,0.4654572143877933
218,4627,4073,Bonnie Thompson,5,"The soup was easy to make and delicious. I agree with the chef, that it isn't just glorified chicken broth! The recipe says it makes 4 servings, but I'd say it was closer to 6, the servings were ample. The measurements for ounces I adapted as follows: 3/4 C diced carrots, 3/4 C diced celery and 2 medium size onions, chopped. The ingredients didn't list the corn tortillas, just the chips. I added about 10 diced corn tortillas to boil into the soup and the consistency turned out great.",2000-12-22 12:39:48+00:00,2000-12-22 12:39:48+00:00,488,2000,12,0.879,0.4654572143877933
219,5414,4093,Kathy Humphreys,5,"This is the best eggnog I have ever had.  It's good with fat-free half & half, too.  The writer suggested Jack Daniels might be good in it, but it is especially good with 1/2 cup of light rum (preferably Bacardi) and 1/2 cup of Crown Royal.  Delicious!",2000-12-25 15:11:14+00:00,2000-12-25 15:11:14+00:00,252,2000,12,0.9402,0.4654572143877933
221,4287,4103,Terri Kulaga,5,"This recipe was great! In order to make the recipe even easier, I substituted the sweet potatoes with canned sweet potatoes -- and it STILL came out good. The entire family loved it, including the kids, and my sister and mother-in-law asked for the ""secret"" recipe.",2000-12-25 15:12:00+00:00,2000-12-25 15:12:00+00:00,265,2000,12,0.9638,0.4654572143877933
222,2636,4119,Karen Stewart,4,"Delicious! And I was able to stretch the recipe to 4 cups of walnut halves with no problem. It takes about an hour from start to finish, but the coating needs to set a couple of hours in order for them not to stick together.",2000-12-25 15:12:32+00:00,2000-12-25 15:12:32+00:00,224,2000,12,-0.1007,-0.3206608154200556
223,607,4150,Dean J Owens,5,Absolutely Delightful Recipe! Rich and Flavorful!,2000-12-25 15:13:18+00:00,2000-12-25 15:13:18+00:00,49,2000,12,0.8605,0.4654572143877933
224,7141,4122,mark hoover,5,this is a traditional dish my family has enjoyed on christmas eve for over 30 years. my mother passed away 2 years ago and it fell to me to keep the tradition going. i needed to recheck my memory and had a hard time finding this till i came across your site. many thanks and merry christmas,2000-12-25 15:13:43+00:00,2000-12-25 15:13:43+00:00,290,2000,12,0.8519,0.4654572143877933
225,4829,4017,Sonja Canas,5,My daughter and I made this bread over Christmas and it was wonderful.  We left out the fruit--the bread lasted almost one day--the aroma was awesome!!! Everyone that came by the day we were baking our Christmas goodies wanted to stick around until THAT bread was done.  We have already made another loaf.  Thanks for a great recipe.,2000-12-27 13:36:00+00:00,2000-12-27 13:36:00+00:00,333,2000,12,0.9491,0.4654572143877933
226,4560,4017,Sonja Canas,4,There is no temperature given for baking these bars.,2000-12-27 13:36:48+00:00,2000-12-27 13:36:48+00:00,52,2000,12,-0.296,-0.3206608154200556
227,809,4177,Fran Kelly,5,"While on my first visit to Ireland in July 1999, the birthplace of parents, my cousin and I stopped in Doolen near the Cliffs of Mohr and had this marvelous dark Irish Beef Stew cooked in Guinness Stout""  at O'Connors Pub.  It was absolutely delicous and the first authentic Irish meal we had and while all the food was great there was nothing that could beat the Irish Stew.  When I found the recipe on this site, I immediately tried it and it is exactly like what we had in Ireland.  When my cousin came to dinner and I served it, he was sure I had gotten the recipe from O'Connors Pub while we were in Ireland.  It was a cinch to make, directions were very easy to follow and it practically cooks itself.  It is equally as good over mashed potatoes or rice.  Try it, you'll like it. The one ingredient I added was a ""wee bit of blarney""",2000-12-27 13:38:08+00:00,2000-12-27 13:38:08+00:00,839,2000,12,0.9679,0.4654572143877933
228,665,4174,Amy Hahn,2,"The potatoes turned a very unappealing shade of gray.  Although they tasted ok once you got past the looks, my kids wouldn't eat them.",2000-12-27 13:38:32+00:00,2000-12-27 13:38:32+00:00,134,2000,12,0.296,-1.8928968750357533
230,7585,4169,Terry Militello,4,"This is a very good basic recipe and I just thought I would add the variation that I took.  It being the day after Christmas I had a ham bone I needed to use and my son wanted lentil soup.  I just wanted to make something a little different so I surfed the web until I found this one that was nice and basic but I added the ham bone and skipped the hot dogs, added two potatoes and a can of diced tomatoes to make a very delicious soup.  Thanks for the basics,

Terry",2000-12-27 13:38:55+00:00,2000-12-27 13:38:55+00:00,469,2000,12,0.9291,-0.3206608154200556
231,5368,4170,mary levin,0,"I have been searching for this receipe since I had it in alexandria, va..  want to make it for new years.  Hope it is the same.",2000-12-27 13:39:10+00:00,2000-12-27 13:39:10+00:00,127,2000,12,0.4939,-3.465132934651451
232,211,4148,Sandra Jones,5,"What a joy finding this recipe. I didn't want just another cranberry recipe.  I rate this recipe a solid 5 because:  Ease of finding the products to make it, minimal preparation time and the final results of all who enjoyed it : )
I utilized fresh cranberries, red seedless grapes, and braeburn apples with fresh made whipped cream (i chopped fresh pecans on the side for those who would like to add some to their serving).  This dish was smashing with prime rib.  Joyeux Noel.....Sandra",2000-12-27 13:39:47+00:00,2000-12-27 13:39:47+00:00,488,2000,12,0.9544,0.4654572143877933
233,4717,4141,judy striegel,5,I've fixed this pie before and lost receipe thank you for reprinting it...,2000-12-27 13:40:32+00:00,2000-12-27 13:40:32+00:00,74,2000,12,0.0516,0.4654572143877933
234,480,4036,Gary W G,5,very good!!!,2000-12-27 13:40:38+00:00,2000-12-27 13:40:38+00:00,12,2000,12,0.6211,0.4654572143877933
235,2425,4166,Sherry Liess,5,We had these for Christmas dinner and they are great. I added a 1/2 tsp. or cinnamon and placed a whole walnut on each Ball. Easy and fast and they were a hit,2000-12-27 13:43:08+00:00,2000-12-27 13:43:08+00:00,158,2000,12,0.7906,0.4654572143877933
236,4807,2695,Hungarian Gypsy,2,"I'm sorry, but I tried this method for my Christmas turkey and the results just do not comapare with preparing a turkey the old-fashioned way . . . basting frequently in a roasting pan in a hot oven.  The turkey skin did not fully brown and the wings/legs had a distinct steamed texture.  This is an easier way of cooking a turkey, but sometimes easier is not better.",2000-12-27 13:47:50+00:00,2000-12-27 13:47:50+00:00,367,2000,12,0.6299,-1.8928968750357533
237,8430,3895,Lorrie Baudouin,1,"Blueberries sink to bottom of bundt pan and stick.  I had planned on giving these cakes as Christmas presents, however, gave up after three attempts.   No amount of greasing or flouring the pan seemed to help.",2000-12-27 13:48:00+00:00,2000-12-27 13:48:00+00:00,209,2000,12,0.4404,-2.6790149048436023
238,8430,4099,Barbara Scheihing,5,Thank you for providing this recipe.  I'll let you know how the customer liked it.,2000-12-27 13:48:40+00:00,2000-12-27 13:48:40+00:00,82,2000,12,0.6486,0.4654572143877933
240,3089,4091,Dutchas Phiffer,2,I was expecting a simplistic recipe but instead was provided a recipe with ingredients that I have never heard of (Gruyere Cheese) and measurement values that require research (150 ml of milk).  I think the consideration should be made for those of us who are new to this internet age and they should keep in mind that the cookers of the household are middle aged women who are use to regular methods of measurement.,2000-12-27 15:35:37+00:00,2000-12-27 15:35:37+00:00,416,2000,12,0.5499,-1.8928968750357533
241,4080,4272,Laurie Haskins,1,It is like rubber.,2001-01-02 16:15:04+00:00,2001-01-02 16:15:04+00:00,18,2001,1,0.3612,-2.6790149048436023
242,5208,4287,Regina Oldbury,5,This is the recipe I have used for many years.  It is so yummy.  It is easy to make and a treat to eat.  It is good for every day type bread and wonderful to give as a gift.  It is a favorite of my family.,2001-01-02 16:15:17+00:00,2001-01-02 16:15:17+00:00,205,2001,1,0.97,0.4654572143877933
243,810,2312,Gay Gilmore,0,"Good, but I wished they were a bit more moist.",2001-01-02 16:15:26+00:00,2001-01-02 16:15:26+00:00,46,2001,1,0.2382,-3.465132934651451
244,1887,3506,Barbara Thomas,4,"This is really good for a little something different.  Also, you may want to vary the mayonnaise by adding cream cheese, a few chives, garlic powder and maybe a few other spices occasionally.  But it is really fine just ""as is.""  I really enjoyed this.  Thanks!",2001-01-02 16:15:46+00:00,2001-01-02 16:15:46+00:00,261,2001,1,0.9444,-0.3206608154200556
245,3439,3861,Bob LeBlanc,4,"This really is a great recipe. I substitute Chicken Broth for the water and at the end I add some cream (Heavy, Light or Half & Half) just to add some creamy richness. Also for a special twist add some cooked baby shrimp (peeled & de-viened of course) 15-20 minutes before serving. And plenty of cracked Pepper and Soda Crackers :-) Enjoy.",2001-01-02 16:15:59+00:00,2001-01-02 16:15:59+00:00,339,2001,1,0.9411,-0.3206608154200556
246,5283,4277,peggy mortensen,0,"I just found this recipe, but I am going to bake it, would be great with a salad....",2001-01-02 16:16:29+00:00,2001-01-02 16:16:29+00:00,84,2001,1,0.7684,-3.465132934651451
247,585,4262,Gordon Chivers,4,"This was an easy recipe to make.
I used olive oil instead of drippings Health reason only)
The seasonings were quarter teaspoon cummin,pinch dried thyme.
 It has an acceptable taste",2001-01-02 16:17:20+00:00,2001-01-02 16:17:20+00:00,184,2001,1,0.6597,-0.3206608154200556
248,7427,3337,Erin Laddie,4,"It takes approximately 45 minutes to prepare meatballs & sauce. Serving size is approximately 38 meat balls. I used ground turkey instead of beef & came out much better, used fresh garlic & minced together with the onions, also a dash of cajun & Itatilian seasonings made the meatballs a complete success.",2001-01-05 16:18:25+00:00,2001-01-05 16:18:25+00:00,305,2001,1,0.836,-0.3206608154200556
249,5194,4244,Danny Bennett,5,I doubled this recipe for Christmas dinner 2000 and everyone came back for 2nd's and some even for 3rd's.   Very easy to make.  I increased the cooking time to 60 min's and put a extra cheese on top for the last 15 min. uncovered for a nice crust of baked cheese.,2001-01-02 16:18:34+00:00,2001-01-02 16:18:34+00:00,263,2001,1,0.8357,0.4654572143877933
250,992,4242,marie m,5,"my family loved these.  fresher than any boughten poppers.  take some preparation time, but are well worth it.",2001-01-02 16:19:29+00:00,2001-01-02 16:19:29+00:00,110,2001,1,0.7543,0.4654572143877933
251,397,1566,Stephen Little,0,Try dipping or coating one side with some good chocolate... even better!!!,2001-01-02 16:30:30+00:00,2001-01-02 16:30:30+00:00,74,2001,1,0.7701,-3.465132934651451
252,3900,3962,Erna House,1,The recipe did not say to drain the juice from the pineapple and mandarin oranges and therefore it was very soupy!,2001-01-02 16:30:57+00:00,2001-01-02 16:30:57+00:00,114,2001,1,0.0,-2.6790149048436023
253,13307,4200,LC Liu,5,"I received this ""hoax"" email forward about 4 years ago, but never attempted the recipe. A friend of the family made it for us just a few weeks ago and it tastes incredible! I can't believe I held on to this recipe for so long!!",2001-01-02 16:32:03+00:00,2001-01-02 16:32:03+00:00,227,2001,1,0.7332,0.4654572143877933
254,5221,4074,TJ Witt,5,"I made this recipe for Christmas and it was great!  The red and green coloring also made it festive-looking.  I, too, left out the bean sprouts and substituted cashews.  Even my picky Mother-in-law couldn't complain!!",2001-01-02 16:32:18+00:00,2001-01-02 16:32:18+00:00,217,2001,1,0.7956,0.4654572143877933
255,5365,4190,leeann walker,5,"Excellent Pumpkin Roll, very tasty. I add Pecans ontop of cream cheese filling",2001-01-02 16:32:42+00:00,2001-01-02 16:32:42+00:00,78,2001,1,0.5719,0.4654572143877933
257,3649,4312,Claude Santini,4,"Ravishing and delightful, very easy to make.",2001-01-03 17:38:16+00:00,2001-01-03 17:38:16+00:00,44,2001,1,0.7902,-0.3206608154200556
259,6793,4309,Beverly Kaplan,4,This recipe was easily adapted as a sugar free recipe--substituting Nutrisweet for sugar--My diabetic husband loved it--Thank-you,2001-01-03 17:38:40+00:00,2001-01-03 17:38:40+00:00,129,2001,1,0.8625,-0.3206608154200556
261,217,4329,melanie mcgackin,4,"AN extremely fast and easy to follow recipe! Though I did not add in the raisins or brandy, I substituted drained crushed pineapple instead, turned out great. We served the dip with pineapple chunks and poundcake. Add in extra chocolate chips for sweetness!",2001-01-05 16:03:24+00:00,2001-01-05 16:03:24+00:00,257,2001,1,0.7749,-0.3206608154200556
262,2933,4335,Tiina,0,great recipe its delicious,2001-01-05 16:03:37+00:00,2001-01-05 16:03:37+00:00,26,2001,1,0.8316,-3.465132934651451
263,5365,4336,Marquise Patton,5,"This recipe is so easy I usually make two at a time. Not only does it taste great, but I make them and put into the freezer to use at a church circle, club meeting, or for friends who just happen to drop by.  I always try to keep at least one in the freezer.",2001-01-05 16:03:50+00:00,2001-01-05 16:03:50+00:00,258,2001,1,0.7522,0.4654572143877933
264,8008,4340,Doug Thompson,0,"Concerning handling chili peppers, it really is unnecessary to use gloves.
What I have done for years is wash my hands with a small amount of liquid dishwashing detergent and water immediately after handling the peppers.  This technique has never failed to remove the capsaicin-bearing oil.  Regular hand soaps are not designed to remove oil and grease in the same manner as detergents and are definitely not as effective in this application.",2001-01-05 16:04:20+00:00,2001-01-05 16:04:20+00:00,443,2001,1,0.7226,-3.465132934651451
265,2718,4203,Amy12583,5,"I have had a hashbrown casserole similar to this as well, but never got the recipe.  I am curious as how much sour cream should you put in then.  Thanks.",2001-01-05 16:04:32+00:00,2001-01-05 16:04:32+00:00,153,2001,1,0.81,0.4654572143877933
267,4429,4317,Kay Abbott,3,This is a traditional way of making english bread pudding - but i live in Texas - does anyone know what they call suet in Texas? someone told me they only use it for birdseed???,2001-01-05 16:07:06+00:00,2001-01-05 16:07:06+00:00,177,2001,1,0.0,-1.1067788452279046
269,4165,4240,Christine Cipullo,0,"Have not tried this yet, was looking for crock-pot recipes, but Chicken Cacc. is one of my family's favorites and  it absolutely has to have red wine in it, and green peppers.",2001-01-05 16:14:29+00:00,2001-01-05 16:14:29+00:00,175,2001,1,0.5719,-3.465132934651451
271,4832,4353,Judith Boncaro,3,"This is only a low sodium recipe if you completely omit the salt - just use a little more pepper, or some garlic powder.",2001-01-05 16:17:37+00:00,2001-01-05 16:17:37+00:00,120,2001,1,-0.2732,-1.1067788452279046
272,7438,4353,Judith Boncaro,0,"Since 3 oz of anchovies contains 425 mg of sodium, I would guess that 2 anchovy fillets contain about 150 mg of sodium.",2001-01-05 16:19:42+00:00,2001-01-05 16:19:42+00:00,119,2001,1,0.0,-3.465132934651451
273,2897,4043,LUANA MOURA,5,It was totally tasty dudes,2001-01-05 16:21:52+00:00,2001-01-05 16:21:52+00:00,26,2001,1,0.0,0.4654572143877933
275,607,4411,Linda Stumpf,5,"Aren't there 6 or seven stars to choose from.  WOW!  I was so excited to see this recipe.  I absolutely loved this soup when my husband and I would go to Famous Barr 30 years, when he was in the seminary at Concordia St. Louis.  I have made it through the years, because an aunt had sent me the recipe from her local Springfield, IL newspaper about 20 years.  Once I lost it, but a friend retrieved it for me from the time she had asked me for it.  What I love about your site is the instant way to double or triple or whatever the recipe!  I make this recipe a number of times each year, but I always make it for a big Christmas Party we have.  Everyone loves it and looks forward to it each year!  Thanks so much!  I always serve it with homemade bread and a Ceasar Salad.  I look forward to your newsletters.",2001-01-08 10:47:48+00:00,2001-01-08 10:47:48+00:00,811,2001,1,0.9858,0.4654572143877933
276,175,4408,Josh Drinkwater,5,"I haven't tried it yet, but when I do I will use cherry cola",2001-01-08 10:49:04+00:00,2001-01-08 10:49:04+00:00,60,2001,1,0.0,0.4654572143877933
277,7968,4399,N Joyner,4,"I found this recipe to be very good, but only gave it four stars as it called for (in my opinion) way too much celery and onions.  I cut the onions back to 1/2 cup and the celery to 1 cup.  I also added 1/3 cup grated carrots. My husband loved it!",2001-01-08 10:56:38+00:00,2001-01-08 10:56:38+00:00,247,2001,1,0.726,-0.3206608154200556
278,5194,4398,Phillips Steve,5,I substituted the green bell pepper with red and it was wonderful.,2001-01-08 11:00:00+00:00,2001-01-08 11:00:00+00:00,66,2001,1,0.5719,0.4654572143877933
279,640,4384,Linata Charles,5,Another great way to make this recipe is to put all the ingredients inside the flattened biscuit and then deep fry them this is a real pleaser any time in my house. This recipe is very easy and fun to make I hope to find some more fun recioes soon!,2001-01-08 11:13:27+00:00,2001-01-08 11:13:27+00:00,248,2001,1,0.9653,0.4654572143877933
280,8468,4276,Pamela Cobb,0,This dish has been in homes across the south for as long as I can remember. Sometimes a little onion is added to the mixture. Goes great with any meal.,2001-01-08 11:15:36+00:00,2001-01-08 11:15:36+00:00,151,2001,1,0.6249,-3.465132934651451
281,930,4374,dana graves,4,Very simple to make. there were no strange ingredents or a big mess. taste justlike my moms. very down home,2001-01-08 11:52:16+00:00,2001-01-08 11:52:16+00:00,107,2001,1,-0.6705,-0.3206608154200556
282,3596,4399,N Joyner,5,"This is a great basic potato soup receipe!  I used two cups of half & half in place of two cups of milk, and added 1/2 pound of cooked bacon plus two tbls. parsley. I took out the cheese to add the half & half!",2001-01-10 13:48:32+00:00,2001-01-10 13:48:32+00:00,210,2001,1,0.6892,0.4654572143877933
283,4829,4395,carol kowalchuk,1,I believe there is a mistake in the amount of eggnog listed in this recipe...5 1/2 cups is too much and the batter overflows a 9x5,2001-01-10 14:48:39+00:00,2001-01-10 14:48:39+00:00,130,2001,1,-0.34,-2.6790149048436023
285,601,4433,Ruby Parks,5,"Made it for daughter's wedding, a GREAT hit!!",2001-01-10 14:50:42+00:00,2001-01-10 14:50:42+00:00,45,2001,1,0.7519,0.4654572143877933
286,300,4442,Daphne Cannon,4,"I made this dessert for a formal English Christmas dinner.  I did receive nothing but raves!  It was delicious and beautiful. As a matter of fact, a friend told me it was better than her friend's, who happens to be English.  I especially liked it because it did not call for a pudding mix, but rather a custard from scratch, which was as easy to make as from a box. It was not difficult to make at all.  I also added frozen berries as well as the strawberries, which seemed to only enhance the flavors.",2001-01-10 14:51:30+00:00,2001-01-10 14:51:30+00:00,502,2001,1,0.9875,-0.3206608154200556
288,545,4268,Cherie Plaisted,5,Outstanding,2001-01-16 11:26:42+00:00,2001-01-16 11:26:42+00:00,11,2001,1,0.6124,0.4654572143877933
291,851,4814,Judith Austin,5,"Ilove this recipe ,it is so easy when you have kids. Just mix and serve.",2001-01-16 10:52:41+00:00,2001-01-16 10:52:41+00:00,72,2001,1,0.5777,0.4654572143877933
292,5466,2312,Gay Gilmore,1,"I'm pretty sure this recipe is a joke, but I don't want to make it in order to find out ;-).  I have with my own eyes seen a version posted on the Hostess pages, but can't find it now.  (Which makes me think they decided to take the joke down.) Anyone can post a recipe on Recipezaar, so even the bizarre will show up some times.  Wonder when someone will post the ""Recipe for Disaster""? ;-)  I hope everyone can see the humor in this recipe.",2001-01-16 10:53:59+00:00,2001-01-16 10:53:59+00:00,442,2001,1,0.8878,-2.6790149048436023
294,3564,3794,Sally Wolfe,5,"I made these muffins to give in my Christmas gift packages. Everyone loved them, and including myself. I followed the recipe exactly, and they were easy to make.",2001-01-16 11:14:14+00:00,2001-01-16 11:14:14+00:00,161,2001,1,0.8658,0.4654572143877933
295,2518,4669,Lillian Stephenson,4,"it can be made in 15 min., and i bake mine in 25 min.",2001-01-16 11:02:10+00:00,2001-01-16 11:02:10+00:00,53,2001,1,0.0,-0.3206608154200556
296,4688,4455,Nancy Anderson,0,"I need to try this.....This is typical recipe from my Mother's side of the family. ""use this much"" i can not see this much on the phone.",2001-01-16 11:02:56+00:00,2001-01-16 11:02:56+00:00,136,2001,1,0.0,-3.465132934651451
